Code géographique de la commune,Libellé géographique de la commune,Code géographique de l'aire d'attraction des villes 2020,Libellé géographique de l'aire d'attraction des villes 2020,Catégorie de la commune dans le zonage en aires d'attraction des villes 2020,Code département,Code région
27646,Le Torpt,577,Beuzeville,20,27,28
27649,Touffreville,0,Commune hors attraction des villes,30,27,28
27650,Tournedos-Bois-Hubert,83,Évreux,20,27,28
27652,Tourneville,83,Évreux,20,27,28
27654,Tourville-la-Campagne,15,Rouen,20,27,28
27655,Tourville-sur-Pont-Audemer,237,Pont-Audemer,20,27,28
27656,Toutainville,237,Pont-Audemer,20,27,28
27658,Le Tremblay-Omonville,83,Évreux,20,27,28
27659,La Trinité,83,Évreux,20,27,28
27660,La Trinité-de-Réville,230,Bernay,20,27,28
27661,La Trinité-de-Thouberville,15,Rouen,20,27,28
27662,Triqueville,237,Pont-Audemer,20,27,28
27663,Le Troncq,489,Le Neubourg,20,27,28
27664,Le Tronquay,15,Rouen,20,27,28
27665,Trouville-la-Haule,39,Le Havre,20,27,28
27666,La Vacherie,83,Évreux,20,27,28
27667,Valailles,230,Bernay,20,27,28
27668,Le Val-David,83,Évreux,20,27,28
27669,Valletot,237,Pont-Audemer,20,27,28
27670,Vandrimare,15,Rouen,20,27,28
27671,Vannecrocq,237,Pont-Audemer,20,27,28
27672,Vascœuil,15,Rouen,20,27,28
27673,Vatteville,144,Louviers,20,27,28
27674,Vaux-sur-Eure,1,Paris,20,27,28
27676,Les Trois Lacs,0,Commune hors attraction des villes,30,27,28
27677,Venon,144,Louviers,20,27,28
27678,Les Ventes,83,Évreux,20,27,28
27679,Verneuil d'Avre et d'Iton,346,Verneuil d'Avre et d'Iton,11,27,28
27680,Verneusses,0,Commune hors attraction des villes,30,27,28
27681,Vernon,1,Paris,20,27,28
27682,Vesly,1,Paris,20,27,28
27683,Vézillon,480,Les Andelys,20,27,28
27684,Le Vieil-Évreux,83,Évreux,20,27,28
27685,La Vieille-Lyre,0,Commune hors attraction des villes,30,27,28
27686,Vieux-Port,39,Le Havre,20,27,28
27689,Villegats,1,Paris,20,27,28
27690,Villers-en-Vexin,1,Paris,20,27,28
27691,Villers-sur-le-Roule,0,Commune hors attraction des villes,30,27,28
27692,Villettes,144,Louviers,20,27,28
27693,Sylvains-Lès-Moulins,83,Évreux,20,27,28
27694,Villez-sous-Bailleul,1,Paris,20,27,28
27695,Villez-sur-le-Neubourg,489,Le Neubourg,20,27,28
27696,Villiers-en-Désœuvre,1,Paris,20,27,28
27697,Vironvay,144,Louviers,20,27,28
27698,Vitot,489,Le Neubourg,12,27,28
27699,Voiscreville,15,Rouen,20,27,28
27700,Vraiville,144,Louviers,20,27,28
27701,Val-de-Reuil,144,Louviers,12,27,28
28001,Abondant,1,Paris,20,28,24
28003,Allainville,0,Commune hors attraction des villes,30,28,24
28004,Allonnes,65,Chartres,20,28,24
28005,Alluyes,65,Chartres,20,28,24
28006,Amilly,65,Chartres,20,28,24
28007,Anet,1,Paris,20,28,24
28008,Ardelles,65,Chartres,20,28,24
28009,Ardelu,1,Paris,20,28,24
28010,Argenvilliers,252,Nogent-le-Rotrou,20,28,24
28012,Commune nouvelle d'Arrou,223,Châteaudun,20,28,24
28013,Aunay-sous-Auneau,1,Paris,20,28,24
28014,Aunay-sous-Crécy,0,Commune hors attraction des villes,30,28,24
28015,Auneau-Bleury-Saint-Symphorien,1,Paris,20,28,24
28016,Les Autels-Villevillon,0,Commune hors attraction des villes,30,28,24
28018,Authon-du-Perche,0,Commune hors attraction des villes,30,28,24
28019,Baigneaux,25,Orléans,20,28,24
28021,Bailleau-le-Pin,65,Chartres,20,28,24
28022,Bailleau-l'Évêque,65,Chartres,20,28,24
28023,Bailleau-Armenonville,1,Paris,20,28,24
28024,Barjouville,65,Chartres,20,28,24
28025,Barmainville,1,Paris,20,28,24
28026,Baudreville,1,Paris,20,28,24
28027,La Bazoche-Gouet,0,Commune hors attraction des villes,30,28,24
28028,Bazoches-en-Dunois,0,Commune hors attraction des villes,30,28,24
28029,Bazoches-les-Hautes,0,Commune hors attraction des villes,30,28,24
28030,Beauche,346,Verneuil d'Avre et d'Iton,20,28,24
28031,Beaumont-les-Autels,252,Nogent-le-Rotrou,20,28,24
28032,Beauvilliers,65,Chartres,20,28,24
28033,Belhomert-Guéhouville,554,La Loupe,20,28,24
28034,Berchères-Saint-Germain,65,Chartres,20,28,24
28035,Berchères-les-Pierres,65,Chartres,20,28,24
28036,Berchères-sur-Vesgre,1,Paris,20,28,24
28037,Bérou-la-Mulotière,346,Verneuil d'Avre et d'Iton,20,28,24
28038,Béthonvilliers,0,Commune hors attraction des villes,30,28,24
28039,Béville-le-Comte,1,Paris,20,28,24
28040,Billancelles,65,Chartres,20,28,24
28041,Blandainville,65,Chartres,20,28,24
28045,Boissy-en-Drouais,0,Commune hors attraction des villes,30,28,24
28046,Boissy-lès-Perche,346,Verneuil d'Avre et d'Iton,20,28,24
28047,Boisville-la-Saint-Père,65,Chartres,20,28,24
28048,La Bourdinière-Saint-Loup,65,Chartres,20,28,24
28049,Boncé,65,Chartres,20,28,24
28050,Boncourt,1,Paris,20,28,24
28051,Bonneval,623,Bonneval,11,28,24
28052,Bouglainval,1,Paris,20,28,24
28053,Le Boullay-les-Deux-Églises,1,Paris,20,28,24
28054,Le Boullay-Mivoye,1,Paris,20,28,24
28055,Le Boullay-Thierry,1,Paris,20,28,24
28056,Boutigny-Prouais,1,Paris,20,28,24
28057,Bouville,65,Chartres,20,28,24
28058,Bréchamps,1,Paris,20,28,24
28059,Brezolles,0,Commune hors attraction des villes,30,28,24
28060,Briconville,65,Chartres,20,28,24
28061,Brou,535,Brou,11,28,24
28062,Broué,1,Paris,20,28,24
28064,Bû,1,Paris,20,28,24
28065,Bullainville,65,Chartres,20,28,24
28067,Cernay,65,Chartres,20,28,24
28068,Challet,65,Chartres,20,28,24
28070,Champhol,65,Chartres,20,28,24
28071,Champrond-en-Gâtine,65,Chartres,20,28,24
28072,Champrond-en-Perchet,252,Nogent-le-Rotrou,20,28,24
28073,Champseru,1,Paris,20,28,24
28074,La Chapelle-d'Aunainville,1,Paris,20,28,24
28075,La Chapelle-du-Noyer,223,Châteaudun,12,28,24
28076,La Chapelle-Forainvilliers,1,Paris,20,28,24
28077,La Chapelle-Fortin,346,Verneuil d'Avre et d'Iton,20,28,24
28078,Chapelle-Guillaume,0,Commune hors attraction des villes,30,28,24
28079,Chapelle-Royale,535,Brou,20,28,24
28080,Charbonnières,0,Commune hors attraction des villes,30,28,24
28081,Charonville,65,Chartres,20,28,24
28082,Charpont,1,Paris,20,28,24
28084,Chartainvilliers,1,Paris,20,28,24
28085,Chartres,65,Chartres,11,28,24
28086,Chassant,65,Chartres,20,28,24
28087,Châtaincourt,0,Commune hors attraction des villes,30,28,24
28088,Châteaudun,223,Châteaudun,11,28,24
28089,Châteauneuf-en-Thymerais,65,Chartres,20,28,24
28090,Les Châtelets,0,Commune hors attraction des villes,30,28,24
28091,Les Châtelliers-Notre-Dame,65,Chartres,20,28,24
28092,Châtenay,1,Paris,20,28,24
28094,Chaudon,1,Paris,20,28,24
28095,Chauffours,65,Chartres,20,28,24
28096,La Chaussée-d'Ivry,1,Paris,20,28,24
28098,Cherisy,1,Paris,20,28,24
28099,Chuisnes,65,Chartres,20,28,24
28100,Cintray,65,Chartres,20,28,24
28102,Clévilliers,65,Chartres,20,28,24
28103,Cloyes-les-Trois-Rivières,223,Châteaudun,20,28,24
28104,Coltainville,65,Chartres,20,28,24
28105,Combres,65,Chartres,20,28,24
28106,Conie-Molitard,223,Châteaudun,20,28,24
28107,Corancez,65,Chartres,20,28,24
28108,Cormainville,0,Commune hors attraction des villes,30,28,24
28109,Les Corvées-les-Yys,65,Chartres,20,28,24
28110,Le Coudray,65,Chartres,12,28,24
28111,Coudray-au-Perche,252,Nogent-le-Rotrou,20,28,24
28113,Coulombs,1,Paris,20,28,24
28114,Courbehaye,0,Commune hors attraction des villes,30,28,24
28116,Courville-sur-Eure,65,Chartres,20,28,24
28117,Crécy-Couvé,0,Commune hors attraction des villes,30,28,24
28118,Croisilles,1,Paris,20,28,24
28119,La Croix-du-Perche,0,Commune hors attraction des villes,30,28,24
28120,Crucey-Villages,0,Commune hors attraction des villes,30,28,24
28121,Dambron,25,Orléans,20,28,24
28122,Dammarie,65,Chartres,20,28,24
28123,Dampierre-sous-Brou,535,Brou,20,28,24
28124,Dampierre-sur-Avre,0,Commune hors attraction des villes,30,28,24
28126,Dancy,223,Châteaudun,20,28,24
28127,Dangeau,0,Commune hors attraction des villes,30,28,24
28128,Dangers,65,Chartres,20,28,24
28129,Denonville,1,Paris,20,28,24
28130,Digny,65,Chartres,20,28,24
28132,Donnemain-Saint-Mamès,223,Châteaudun,20,28,24
28134,Dreux,1,Paris,20,28,24
28135,Droue-sur-Drouette,1,Paris,20,28,24
28136,Écluzelles,1,Paris,20,28,24
28137,Écrosnes,1,Paris,20,28,24
28139,Épeautrolles,65,Chartres,20,28,24
28140,Épernon,1,Paris,20,28,24
28141,Ermenonville-la-Grande,65,Chartres,20,28,24
28142,Ermenonville-la-Petite,65,Chartres,20,28,24
28143,Escorpain,1,Paris,20,28,24
28144,Les Étilleux,252,Nogent-le-Rotrou,20,28,24
28146,Faverolles,1,Paris,20,28,24
28147,Favières,65,Chartres,20,28,24
28148,Le Favril,65,Chartres,20,28,24
28149,La Ferté-Vidame,0,Commune hors attraction des villes,30,28,24
28151,Fessanvilliers-Mattanvilliers,0,Commune hors attraction des villes,30,28,24
28153,Flacey,223,Châteaudun,20,28,24
28154,Fontaine-la-Guyon,65,Chartres,20,28,24
28155,Fontaine-les-Ribouts,0,Commune hors attraction des villes,30,28,24
28156,Fontaine-Simon,554,La Loupe,20,28,24
28157,Fontenay-sur-Conie,0,Commune hors attraction des villes,30,28,24
28158,Fontenay-sur-Eure,65,Chartres,20,28,24
28159,La Framboisière,0,Commune hors attraction des villes,30,28,24
28160,Francourville,65,Chartres,20,28,24
28161,Frazé,535,Brou,20,28,24
28162,Fresnay-le-Comte,65,Chartres,20,28,24
28163,Fresnay-le-Gilmert,65,Chartres,20,28,24
28164,Fresnay-l'Évêque,1,Paris,20,28,24
28166,Friaize,65,Chartres,20,28,24
28167,Fruncé,65,Chartres,20,28,24
28168,Gallardon,1,Paris,20,28,24
28169,Garancières-en-Beauce,1,Paris,20,28,24
28170,Garancières-en-Drouais,0,Commune hors attraction des villes,30,28,24
28171,Garnay,0,Commune hors attraction des villes,30,28,24
28172,Gas,1,Paris,20,28,24
28173,Gasville-Oisème,65,Chartres,20,28,24
28175,La Gaudaine,252,Nogent-le-Rotrou,20,28,24
28176,Le Gault-Saint-Denis,65,Chartres,20,28,24
28177,Gellainville,65,Chartres,20,28,24
28178,Germainville,1,Paris,20,28,24
28180,Gilles,1,Paris,20,28,24
28182,Gohory,223,Châteaudun,20,28,24
28183,Gommerville,1,Paris,20,28,24
28184,Gouillons,1,Paris,20,28,24
28185,Goussainville,1,Paris,20,28,24
28187,Guainville,1,Paris,20,28,24
28188,Le Gué-de-Longroi,1,Paris,20,28,24
28189,Guilleville,1,Paris,20,28,24
28190,Guillonville,25,Orléans,20,28,24
28191,Hanches,1,Paris,20,28,24
28192,Happonvilliers,65,Chartres,20,28,24
28193,Havelu,1,Paris,20,28,24
28194,Houville-la-Branche,65,Chartres,20,28,24
28195,Houx,1,Paris,20,28,24
28196,Illiers-Combray,65,Chartres,20,28,24
28197,Intréville,1,Paris,20,28,24
28198,Jallans,223,Châteaudun,20,28,24
28199,Janville-en-Beauce,0,Commune hors attraction des villes,30,28,24
28200,Jaudrais,0,Commune hors attraction des villes,30,28,24
28201,Jouy,65,Chartres,20,28,24
28202,Lamblore,0,Commune hors attraction des villes,30,28,24
28203,Landelles,65,Chartres,20,28,24
28206,Laons,0,Commune hors attraction des villes,30,28,24
28207,Léthuin,1,Paris,20,28,24
28208,Levainville,1,Paris,20,28,24
28209,Lèves,65,Chartres,20,28,24
28210,Levesville-la-Chenard,1,Paris,20,28,24
28211,Logron,223,Châteaudun,20,28,24
28212,Loigny-la-Bataille,0,Commune hors attraction des villes,30,28,24
28213,Lormaye,1,Paris,20,28,24
28214,La Loupe,554,La Loupe,11,28,24
28215,Louville-la-Chenard,1,Paris,20,28,24
28216,Louvilliers-en-Drouais,0,Commune hors attraction des villes,30,28,24
28217,Louvilliers-lès-Perche,0,Commune hors attraction des villes,30,28,24
28218,Lucé,65,Chartres,12,28,24
28219,Luigny,0,Commune hors attraction des villes,30,28,24
28220,Luisant,65,Chartres,12,28,24
28221,Lumeau,25,Orléans,20,28,24
28222,Luplanté,65,Chartres,20,28,24
28223,Luray,1,Paris,20,28,24
28225,Magny,65,Chartres,20,28,24
28226,Maillebois,0,Commune hors attraction des villes,30,28,24
28227,Maintenon,1,Paris,20,28,24
28229,Mainvilliers,65,Chartres,12,28,24
28230,Maisons,1,Paris,20,28,24
28231,La Mancelière,0,Commune hors attraction des villes,30,28,24
28232,Manou,554,La Loupe,20,28,24
28233,Marboué,223,Châteaudun,20,28,24
28234,Marchéville,65,Chartres,20,28,24
28235,Marchezais,1,Paris,20,28,24
28236,Arcisses,252,Nogent-le-Rotrou,20,28,24
28237,Marolles-les-Buis,252,Nogent-le-Rotrou,20,28,24
28239,Marville-Moutiers-Brûlé,0,Commune hors attraction des villes,30,28,24
28240,Meaucé,554,La Loupe,20,28,24
28242,Méréglise,65,Chartres,20,28,24
28243,Mérouville,1,Paris,20,28,24
28245,Meslay-le-Grenet,65,Chartres,20,28,24
28246,Meslay-le-Vidame,65,Chartres,20,28,24
28247,Le Mesnil-Simon,1,Paris,20,28,24
28248,Le Mesnil-Thomas,0,Commune hors attraction des villes,30,28,24
28249,Mévoisins,1,Paris,20,28,24
28251,Mézières-en-Drouais,1,Paris,20,28,24
28252,Miermaigne,0,Commune hors attraction des villes,30,28,24
28253,Mignières,65,Chartres,20,28,24
28254,Mittainvilliers-Vérigny,65,Chartres,20,28,24
28255,Moinville-la-Jeulin,1,Paris,20,28,24
28256,Moléans,223,Châteaudun,20,28,24
28257,Mondonville-Saint-Jean,1,Paris,20,28,24
28259,Montboissier,65,Chartres,20,28,24
28260,Montharville,223,Châteaudun,20,28,24
28261,Montigny-le-Chartif,65,Chartres,20,28,24
28263,Montigny-sur-Avre,346,Verneuil d'Avre et d'Iton,20,28,24
28264,Montireau,0,Commune hors attraction des villes,30,28,24
28265,Montlandon,0,Commune hors attraction des villes,30,28,24
28267,Montreuil,1,Paris,20,28,24
28268,Morainville,1,Paris,20,28,24
28269,Morancez,65,Chartres,20,28,24
28270,Moriers,65,Chartres,20,28,24
28271,Morvilliers,346,Verneuil d'Avre et d'Iton,20,28,24
28272,Mottereau,65,Chartres,20,28,24
28273,Moulhard,535,Brou,20,28,24
28274,Moutiers,1,Paris,20,28,24
28275,Néron,1,Paris,20,28,24
28276,Neuvy-en-Beauce,1,Paris,20,28,24
28277,Neuvy-en-Dunois,65,Chartres,20,28,24
28278,Nogent-le-Phaye,65,Chartres,20,28,24
28279,Nogent-le-Roi,1,Paris,20,28,24
28280,Nogent-le-Rotrou,252,Nogent-le-Rotrou,11,28,24
28281,Nogent-sur-Eure,65,Chartres,20,28,24
28282,Nonvilliers-Grandhoux,65,Chartres,20,28,24
28283,Nottonville,0,Commune hors attraction des villes,30,28,24
28284,Oinville-Saint-Liphard,1,Paris,20,28,24
28285,Oinville-sous-Auneau,1,Paris,20,28,24
28286,Ollé,65,Chartres,20,28,24
28287,Orgères-en-Beauce,0,Commune hors attraction des villes,30,28,24
28289,Ormoy,1,Paris,20,28,24
28290,Orrouer,65,Chartres,20,28,24
28291,Ouarville,1,Paris,20,28,24
28292,Ouerre,1,Paris,20,28,24
28293,Oulins,1,Paris,20,28,24
28294,Oysonville,1,Paris,20,28,24
28296,Péronville,25,Orléans,20,28,24
28298,Pierres,1,Paris,20,28,24
28299,Les Pinthières,1,Paris,20,28,24
28300,Poinville,0,Commune hors attraction des villes,30,28,24
28301,Poisvilliers,65,Chartres,20,28,24
28302,Pontgouin,65,Chartres,20,28,24
28303,Poupry,25,Orléans,20,28,24
28304,Prasville,65,Chartres,20,28,24
28305,Pré-Saint-Évroult,65,Chartres,20,28,24
28306,Pré-Saint-Martin,65,Chartres,20,28,24
28308,Prudemanche,0,Commune hors attraction des villes,30,28,24
28309,Prunay-le-Gillon,65,Chartres,20,28,24
28310,La Puisaye,0,Commune hors attraction des villes,30,28,24
28312,Puiseux,1,Paris,20,28,24
28313,Réclainville,1,Paris,20,28,24
28314,Les Ressuintes,0,Commune hors attraction des villes,30,28,24
28315,Revercourt,0,Commune hors attraction des villes,30,28,24
28316,Rohaire,346,Verneuil d'Avre et d'Iton,20,28,24
28317,Roinville,1,Paris,20,28,24
28319,Rouvray-Saint-Denis,1,Paris,20,28,24
28321,Rouvres,1,Paris,20,28,24
28322,Rueil-la-Gadelière,346,Verneuil d'Avre et d'Iton,20,28,24
28323,Saint-Ange-et-Torçay,0,Commune hors attraction des villes,30,28,24
28324,Saint-Arnoult-des-Bois,65,Chartres,20,28,24
28325,Saint-Aubin-des-Bois,65,Chartres,20,28,24
28326,Saint-Avit-les-Guespières,65,Chartres,20,28,24
28327,Saint-Bomer,252,Nogent-le-Rotrou,20,28,24
28329,Saint-Christophe,223,Châteaudun,20,28,24
28330,Villemaury,223,Châteaudun,20,28,24
28331,Saintigny,252,Nogent-le-Rotrou,20,28,24
28332,Sainte-Gemme-Moronval,1,Paris,20,28,24
28333,Saint-Denis-des-Puits,65,Chartres,20,28,24
28334,Saint-Denis-Lanneray,223,Châteaudun,12,28,24
28335,Saint-Éliph,0,Commune hors attraction des villes,30,28,24
28336,Saint-Éman,65,Chartres,20,28,24
28337,Saint-Georges-sur-Eure,65,Chartres,20,28,24
28339,Saint-Germain-le-Gaillard,65,Chartres,20,28,24
28341,Saint-Jean-de-Rebervilliers,0,Commune hors attraction des villes,30,28,24
28342,Saint-Jean-Pierre-Fixte,252,Nogent-le-Rotrou,20,28,24
28343,Saint-Laurent-la-Gâtine,1,Paris,20,28,24
28344,Saint-Léger-des-Aubées,1,Paris,20,28,24
28346,Saint-Lubin-de-Cravant,0,Commune hors attraction des villes,30,28,24
28347,Saint-Lubin-de-la-Haye,1,Paris,20,28,24
28348,Saint-Lubin-des-Joncherets,581,Nonancourt - Saint-Lubin-des-Joncherets,11,28,24
28349,Saint-Lucien,1,Paris,20,28,24
28350,Saint-Luperce,65,Chartres,20,28,24
28351,Saint-Maixme-Hauterive,65,Chartres,20,28,24
28352,Saint-Martin-de-Nigelles,1,Paris,20,28,24
28353,Saint-Maur-sur-le-Loir,223,Châteaudun,20,28,24
28354,Saint-Maurice-Saint-Germain,554,La Loupe,20,28,24
28355,Saint-Ouen-Marchefroy,1,Paris,20,28,24
28357,Saint-Piat,1,Paris,20,28,24
28358,Saint-Prest,65,Chartres,20,28,24
28359,Saint-Rémy-sur-Avre,1,Paris,20,28,24
28360,Saint-Sauveur-Marville,65,Chartres,20,28,24
28362,Saint-Victor-de-Buthon,0,Commune hors attraction des villes,30,28,24
28363,Sainville,1,Paris,20,28,24
28364,Sancheville,65,Chartres,20,28,24
28365,Sandarville,65,Chartres,20,28,24
28366,Santeuil,1,Paris,20,28,24
28367,Santilly,0,Commune hors attraction des villes,30,28,24
28368,La Saucelle,0,Commune hors attraction des villes,30,28,24
28369,Saulnières,0,Commune hors attraction des villes,30,28,24
28370,Saumeray,65,Chartres,20,28,24
28371,Saussay,1,Paris,20,28,24
28372,Senantes,1,Paris,20,28,24
28373,Senonches,0,Commune hors attraction des villes,30,28,24
28374,Serazereux,1,Paris,20,28,24
28375,Serville,1,Paris,20,28,24
28377,Sorel-Moussel,1,Paris,20,28,24
28378,Souancé-au-Perche,252,Nogent-le-Rotrou,20,28,24
28379,Soulaires,1,Paris,20,28,24
28380,Sours,65,Chartres,20,28,24
28382,Terminiers,25,Orléans,20,28,24
28383,Theuville,65,Chartres,20,28,24
28385,Le Thieulin,65,Chartres,20,28,24
28386,Thimert-Gâtelles,65,Chartres,20,28,24
28387,Thiron-Gardais,252,Nogent-le-Rotrou,20,28,24
28388,Thivars,65,Chartres,20,28,24
28389,Thiville,223,Châteaudun,20,28,24
28390,Tillay-le-Péneux,0,Commune hors attraction des villes,30,28,24
28391,Toury,0,Commune hors attraction des villes,30,28,24
28392,Trancrainville,1,Paris,20,28,24
28393,Tremblay-les-Villages,65,Chartres,20,28,24
28394,Tréon,0,Commune hors attraction des villes,30,28,24
28395,Trizay-Coutretot-Saint-Serge,252,Nogent-le-Rotrou,20,28,24
28396,Trizay-lès-Bonneval,223,Châteaudun,20,28,24
28397,Umpeau,1,Paris,20,28,24
28398,Unverre,535,Brou,20,28,24
28400,Varize,223,Châteaudun,20,28,24
28401,Vaupillon,554,La Loupe,20,28,24
28403,Ver-lès-Chartres,65,Chartres,20,28,24
28404,Vernouillet,1,Paris,20,28,24
28405,Vert-en-Drouais,1,Paris,20,28,24
28406,Éole-en-Beauce,65,Chartres,20,28,24
28407,Vichères,252,Nogent-le-Rotrou,20,28,24
28408,Vierville,1,Paris,20,28,24
28409,Vieuvicq,65,Chartres,20,28,24
28410,Villampuy,25,Orléans,20,28,24
28411,Villars,65,Chartres,20,28,24
28414,Villebon,65,Chartres,20,28,24
28415,Villemeux-sur-Eure,1,Paris,20,28,24
28417,Villiers-le-Morhier,1,Paris,20,28,24
28418,Villiers-Saint-Orien,223,Châteaudun,20,28,24
28419,Vitray-en-Beauce,65,Chartres,20,28,24
28421,Voise,1,Paris,20,28,24
28422,Les Villages Vovéens,65,Chartres,20,28,24
28423,Yermenonville,1,Paris,20,28,24
28424,Yèvres,535,Brou,20,28,24
28425,Ymeray,1,Paris,20,28,24
28426,Ymonville,65,Chartres,20,28,24
29001,Argol,353,Crozon,20,29,53
29002,Arzano,214,Quimperlé,20,29,53
29003,Audierne,0,Commune hors attraction des villes,30,29,53
29004,Bannalec,0,Commune hors attraction des villes,30,29,53
29005,Baye,214,Quimperlé,20,29,53
29006,Bénodet,52,Quimper,20,29,53
29007,Berrien,0,Commune hors attraction des villes,30,29,53
29008,Beuzec-Cap-Sizun,0,Commune hors attraction des villes,30,29,53
29010,Bodilis,289,Landivisiau,20,29,53
29011,Bohars,32,Brest,20,29,53
29012,Bolazec,0,Commune hors attraction des villes,30,29,53
29013,Botmeur,0,Commune hors attraction des villes,30,29,53
29014,Botsorhel,149,Morlaix,20,29,53
29015,Bourg-Blanc,32,Brest,20,29,53
29016,Brasparts,272,Pleyben - Châteaulin,20,29,53
29017,Brélès,32,Brest,20,29,53
29018,Brennilis,0,Commune hors attraction des villes,30,29,53
29019,Brest,32,Brest,11,29,53
29020,Briec,52,Quimper,20,29,53
29021,Plounéour-Brignogan-plages,0,Commune hors attraction des villes,30,29,53
29022,Camaret-sur-Mer,353,Crozon,12,29,53
29023,Carantec,149,Morlaix,20,29,53
29024,Carhaix-Plouguer,305,Carhaix-Plouguer,11,29,53
29025,Cast,272,Pleyben - Châteaulin,20,29,53
29026,Châteaulin,272,Pleyben - Châteaulin,11,29,53
29027,Châteauneuf-du-Faou,531,Châteauneuf-du-Faou,11,29,53
29028,Cléden-Cap-Sizun,0,Commune hors attraction des villes,30,29,53
29029,Cléden-Poher,305,Carhaix-Plouguer,20,29,53
29030,Cléder,296,Roscoff - Saint-Pol-de-Léon,20,29,53
29031,Clohars-Carnoët,214,Quimperlé,20,29,53
29032,Clohars-Fouesnant,52,Quimper,20,29,53
29033,Le Cloître-Pleyben,272,Pleyben - Châteaulin,20,29,53
29034,Le Cloître-Saint-Thégonnec,149,Morlaix,20,29,53
29035,Coat-Méal,32,Brest,20,29,53
29036,Collorec,531,Châteauneuf-du-Faou,20,29,53
29037,Combrit,52,Quimper,20,29,53
29038,Commana,0,Commune hors attraction des villes,30,29,53
29039,Concarneau,52,Quimper,20,29,53
